accion,modelo,training_time,train_emissions,inference_time,inference_emissions,num_particiones
Sacyr,Chronos2,0.0,0.0,38.163986682891846,0.0014234037066159,5
Sacyr,DeepAR,1922.9643952846527,0.0066486382757452,110.4329125881195,0.0016192643472243001,5
Sacyr,HistGradientBoostingRegressor,500.5748634338379,0.0017237004193168999,1.652467966079712,0.0008858072953977,5
Sacyr,KNeighborsRegressor,69.9465663433075,0.0005350193176027,1.7967240810394287,0.0008980558670664,5
Sacyr,Lasso,85.29851126670837,0.0006312643271296,0.2213547229766844,0.0008695289053975,5
Sacyr,LinearRegression,55.04219627380371,0.00041131268647306334,0.2141032218933104,0.0008810199076415,5
Sacyr,PatchTST,1316.0648469924927,0.0043599460739341,191.00534963607788,0.0018929825635914,5
Sacyr,RandomForestRegressor,788.8167495727539,0.0021712498648669,3.3462047576904297,0.0008883924209171,5
Sacyr,Ridge,68.79426383972168,0.0005215680417573002,0.2183005809783933,0.0008802033699272999,5
Sacyr,TemporalFusionTransformer,3295.363429069519,0.011064420725588501,195.2756085395813,0.001899416273278,5
